"YEAR","MONTH","DAY","STID","ATOT","WSMX","WSMN","WSPD"
2015,2,25,HINT,19.41,31.52,0.41,8.23
2015,2,26,HINT,15.03,32.32,8.70,21.07
2015,2,27,HINT,5.63,21.43,7.24,12.67
2015,2,28,HINT,5.50,9.24,0.32,5.15
2015,3,1,HINT,10.20,16.38,0.00,6.13
2015,3,2,HINT,6.42,23.35,1.43,8.58
2015,3,3,HINT,7.54,28.48,3.15,14.97
2015,3,4,HINT,4.61,31.25,5.38,20.47
2015,3,5,HINT,21.91,16.28,1.01,7.72
2015,3,6,HINT,21.37,20.62,7.06,14.04
2015,3,7,HINT,19.48,16.03,3.85,11.36
2015,3,8,HINT,18.00,19.80,0.63,9.93
2015,3,9,HINT,3.44,11.85,0.01,6.08
2015,3,10,HINT,19.15,12.65,0.86,5.36
2015,3,11,HINT,21.77,11.95,0.41,5.98
2015,3,12,HINT,21.73,12.16,0.01,5.27
2015,3,13,HINT,11.83,25.32,0.00,8.42
2015,3,14,HINT,19.42,22.44,1.53,13.04
2015,3,15,HINT,22.42,14.44,0.33,5.87
2015,3,16,HINT,20.18,24.09,6.35,15.41
2015,3,17,HINT,16.93,28.90,2.98,15.49
2015,3,18,HINT,11.03,10.33,0.28,5.14
2015,3,19,HINT,-996.00,19.84,2.66,11.55
2015,3,20,HINT,9.08,15.87,0.40,4.51
2015,3,21,HINT,12.73,12.71,0.00,4.91
2015,3,22,HINT,19.41,14.11,0.30,9.20
2015,3,23,HINT,22.83,27.45,1.61,15.92
2015,3,24,HINT,24.12,25.28,0.52,12.82
2015,3,25,HINT,17.54,34.92,1.39,14.48
2015,3,26,HINT,24.56,26.66,0.65,13.13
2015,3,27,HINT,20.25,22.37,1.05,9.92
2015,3,28,HINT,24.38,17.06,1.68,8.36
2015,3,29,HINT,24.29,34.94,0.68,14.80
2015,3,30,HINT,24.29,16.14,0.05,8.42
2015,3,31,HINT,21.54,37.49,0.62,8.44
2015,4,1,HINT,-996.00,28.05,6.63,17.62
2015,4,2,HINT,24.16,22.30,2.53,11.32
2015,4,3,HINT,24.26,33.60,6.35,19.52
2015,4,4,HINT,25.84,15.50,0.02,7.81
2015,4,5,HINT,8.63,26.17,9.14,18.52
2015,4,6,HINT,20.94,26.98,11.82,18.97
2015,4,7,HINT,24.33,21.81,10.84,17.20
2015,4,8,HINT,13.51,37.47,14.02,20.88
2015,4,9,HINT,25.32,25.90,9.27,16.93
2015,4,10,HINT,26.26,15.22,0.09,5.86
2015,4,11,HINT,13.59,25.52,0.31,11.41
2015,4,12,HINT,19.57,25.01,4.44,17.53
2015,4,13,HINT,6.90,30.11,2.25,16.47
2015,4,14,HINT,11.04,18.79,0.00,10.57
2015,4,15,HINT,25.83,18.99,0.61,9.02
2015,4,16,HINT,18.13,22.59,2.30,12.33
2015,4,17,HINT,7.72,21.05,0.45,10.64
2015,4,18,HINT,17.24,26.08,1.38,8.23
2015,4,19,HINT,19.79,27.40,0.43,9.59
2015,4,20,HINT,26.70,12.22,2.12,6.65
2015,4,21,HINT,26.92,18.59,2.37,10.19
2015,4,22,HINT,13.68,26.11,3.50,12.39
2015,4,23,HINT,12.07,17.96,1.64,9.34
2015,4,24,HINT,15.91,27.96,8.96,17.77
2015,4,25,HINT,27.99,14.73,0.58,8.14
2015,4,26,HINT,15.25,24.25,4.94,14.81
2015,4,27,HINT,2.06,27.96,10.90,19.65
2015,4,28,HINT,15.29,18.57,0.63,9.28
2015,4,29,HINT,26.79,10.20,0.74,5.32
2015,4,30,HINT,28.34,12.93,0.13,7.57
2015,5,1,HINT,28.18,10.90,0.00,6.44
2015,5,2,HINT,25.70,20.58,6.61,13.42
2015,5,3,HINT,22.87,24.11,10.41,16.01
2015,5,4,HINT,25.57,23.02,7.95,15.19
2015,5,5,HINT,6.60,22.82,4.15,14.04
2015,5,6,HINT,18.79,27.60,8.89,18.27
2015,5,7,HINT,9.84,30.94,0.62,14.38
2015,5,8,HINT,6.52,23.78,0.00,7.84
2015,5,9,HINT,14.10,23.35,2.72,12.43
2015,5,10,HINT,19.66,30.71,2.63,10.13
2015,5,11,HINT,29.51,20.13,0.05,9.18
2015,5,12,HINT,25.98,11.90,0.00,4.88
2015,5,13,HINT,4.36,24.00,3.35,12.28
2015,5,14,HINT,25.57,22.39,8.59,14.17
2015,5,15,HINT,26.11,26.06,4.44,16.19
2015,5,16,HINT,9.36,28.23,4.89,16.53
2015,5,17,HINT,26.15,17.81,1.91,8.30
2015,5,18,HINT,-996.00,19.17,0.00,9.47
2015,5,19,HINT,3.51,23.47,1.30,14.55
2015,5,20,HINT,11.14,18.59,8.40,13.96
2015,5,21,HINT,25.35,16.05,3.50,9.69
2015,5,22,HINT,6.74,20.02,0.11,9.58
2015,5,23,HINT,2.67,22.88,0.34,14.20
2015,5,24,HINT,8.90,18.32,4.23,10.78
2015,5,25,HINT,8.83,21.39,0.57,11.65
2015,5,26,HINT,22.05,17.90,0.32,8.83
2015,5,27,HINT,23.71,17.69,0.28,7.75
2015,5,28,HINT,19.75,31.45,0.89,9.76
2015,5,29,HINT,20.42,11.51,0.00,4.12
2015,5,30,HINT,23.16,20.36,0.00,10.48
2015,5,31,HINT,28.11,11.32,0.68,5.29
2015,6,1,HINT,24.15,16.55,1.13,9.64
2015,6,2,HINT,28.37,24.23,7.91,15.32
2015,6,3,HINT,29.43,24.49,10.03,17.40
2015,6,4,HINT,29.29,21.36,9.50,15.26
2015,6,5,HINT,28.99,15.98,4.23,10.51
2015,6,6,HINT,28.41,17.84,4.33,10.84
2015,6,7,HINT,27.53,19.60,0.96,12.02
2015,6,8,HINT,27.98,17.26,0.00,5.62
2015,6,9,HINT,29.02,13.30,3.79,8.97
2015,6,10,HINT,28.46,19.13,6.04,12.94
2015,6,11,HINT,27.37,25.14,5.79,15.86
2015,6,12,HINT,14.39,20.92,0.90,10.52
2015,6,13,HINT,16.22,15.25,1.19,8.38
2015,6,14,HINT,21.72,21.25,4.87,11.62
2015,6,15,HINT,21.61,16.45,0.69,6.13
2015,6,16,HINT,17.73,14.57,0.00,6.71
2015,6,17,HINT,11.02,14.20,0.88,8.48
2015,6,18,HINT,20.91,20.51,0.00,8.63
2015,6,19,HINT,27.42,14.15,0.00,6.49
2015,6,20,HINT,29.07,26.19,8.32,16.56
2015,6,21,HINT,28.30,21.68,10.57,15.75
2015,6,22,HINT,29.19,28.05,8.13,17.94
2015,6,23,HINT,29.10,21.85,5.05,13.76
2015,6,24,HINT,28.78,20.29,7.95,13.59
2015,6,25,HINT,29.02,20.85,7.09,14.17
2015,6,26,HINT,25.43,18.39,0.74,9.13
2015,6,27,HINT,28.47,12.35,1.21,6.90
2015,6,28,HINT,29.36,17.04,2.43,10.88
2015,6,29,HINT,21.18,37.58,0.33,8.96
2015,6,30,HINT,28.97,14.16,1.25,8.28
2015,7,1,HINT,28.05,24.43,6.51,13.86
2015,7,2,HINT,16.91,17.04,0.40,9.10
2015,7,3,HINT,21.20,11.02,0.02,4.62
2015,7,4,HINT,20.77,28.63,0.00,7.20
2015,7,5,HINT,28.03,21.43,10.44,14.61
2015,7,6,HINT,23.95,23.98,2.66,15.98
2015,7,7,HINT,3.56,19.39,0.34,11.75
2015,7,8,HINT,6.89,14.54,0.86,5.63
2015,7,9,HINT,18.08,15.99,0.06,7.19
2015,7,10,HINT,21.25,26.26,8.14,14.97
2015,7,11,HINT,24.39,24.09,10.27,16.60
2015,7,12,HINT,28.41,23.67,6.57,14.27
2015,7,13,HINT,28.58,21.77,9.77,14.19
2015,7,14,HINT,28.18,18.68,1.31,9.75
2015,7,15,HINT,28.89,19.80,5.16,12.43
2015,7,16,HINT,27.71,23.71,8.78,14.79
2015,7,17,HINT,26.61,22.93,6.85,15.28
2015,7,18,HINT,28.80,22.41,9.39,16.44
2015,7,19,HINT,28.49,19.66,7.29,13.19
2015,7,20,HINT,22.58,24.07,0.13,7.98
2015,7,21,HINT,11.52,21.92,3.06,10.08
2015,7,22,HINT,24.57,13.99,0.75,7.02
2015,7,23,HINT,-996.00,17.98,7.36,12.02
2015,7,24,HINT,27.92,16.79,4.20,10.96
2015,7,25,HINT,28.10,18.88,6.96,11.72
2015,7,26,HINT,27.61,16.18,1.52,10.16
2015,7,27,HINT,27.53,20.36,2.83,12.27
2015,7,28,HINT,27.08,23.44,8.13,15.21
2015,7,29,HINT,24.98,14.08,0.60,7.88
2015,7,30,HINT,24.90,26.42,0.11,9.72
2015,7,31,HINT,15.28,21.27,0.00,5.57
2015,8,1,HINT,19.48,16.78,0.00,6.72
2015,8,2,HINT,20.01,22.01,2.11,11.33
2015,8,3,HINT,17.96,18.37,2.17,8.89
2015,8,4,HINT,22.79,20.38,2.14,11.85
2015,8,5,HINT,22.25,13.52,0.97,8.85
2015,8,6,HINT,26.88,20.36,0.31,10.65
2015,8,7,HINT,26.56,16.93,3.50,10.04
2015,8,8,HINT,27.26,20.71,8.12,13.72
2015,8,9,HINT,26.47,22.97,4.29,12.60
2015,8,10,HINT,15.26,19.80,0.21,9.24
2015,8,11,HINT,23.14,14.18,0.53,8.37
2015,8,12,HINT,9.60,12.45,0.00,5.29
2015,8,13,HINT,24.33,12.83,0.00,7.01
2015,8,14,HINT,17.13,25.46,0.68,8.85
2015,8,15,HINT,26.16,12.32,0.00,6.09
2015,8,16,HINT,25.47,14.21,3.97,9.04
2015,8,17,HINT,20.26,17.38,4.29,10.83
2015,8,18,HINT,19.80,28.95,3.30,14.32
2015,8,19,HINT,13.74,28.83,2.36,12.63
2015,8,20,HINT,25.58,14.37,0.00,6.44
2015,8,21,HINT,13.93,21.41,4.80,12.58
2015,8,22,HINT,24.42,26.24,10.38,16.71
2015,8,23,HINT,11.53,30.33,2.23,15.30
2015,8,24,HINT,18.81,11.65,0.00,5.62
2015,8,25,HINT,22.80,12.87,0.00,6.02
2015,8,26,HINT,23.39,16.67,5.46,9.85
2015,8,27,HINT,24.02,21.12,9.37,14.24
2015,8,28,HINT,10.69,20.18,3.86,11.52
2015,8,29,HINT,23.44,16.60,0.00,7.53
2015,8,30,HINT,24.32,11.63,0.66,4.97
2015,8,31,HINT,23.43,22.17,8.86,13.76
2015,9,1,HINT,23.64,18.19,7.20,12.46
2015,9,2,HINT,23.36,21.16,8.66,13.46
2015,9,3,HINT,23.48,21.47,8.37,14.39
2015,9,4,HINT,23.70,18.99,7.79,13.02
2015,9,5,HINT,21.11,18.84,7.74,12.44
2015,9,6,HINT,20.79,15.25,5.83,11.44
2015,9,7,HINT,22.25,15.99,5.59,10.95
2015,9,8,HINT,14.42,19.28,2.34,11.15
2015,9,9,HINT,-996.00,13.68,1.49,8.62
2015,9,10,HINT,22.91,11.48,0.00,6.69
2015,9,11,HINT,17.25,24.92,0.94,12.65
2015,9,12,HINT,19.84,15.16,0.17,6.63
2015,9,13,HINT,21.86,27.92,12.05,20.38
2015,9,14,HINT,20.73,36.08,1.69,24.87
2015,9,15,HINT,22.39,25.39,11.56,18.50
2015,9,16,HINT,21.48,29.82,11.95,20.42
2015,9,17,HINT,21.20,27.11,14.12,20.00
2015,9,18,HINT,9.64,30.60,0.89,15.96
2015,9,19,HINT,17.62,24.36,3.59,11.79
2015,9,20,HINT,7.54,21.81,0.06,10.78
2015,9,21,HINT,20.41,20.15,5.27,12.90
2015,9,22,HINT,17.57,17.38,7.98,12.09
2015,9,23,HINT,11.29,18.79,1.34,11.11
2015,9,24,HINT,9.70,13.93,0.31,5.84
2015,9,25,HINT,21.14,10.98,0.00,4.61
2015,9,26,HINT,17.01,14.48,0.09,4.90
2015,9,27,HINT,19.96,12.16,0.00,5.38
2015,9,28,HINT,20.47,11.37,1.87,7.34
2015,9,29,HINT,19.10,13.40,0.00,4.59
2015,9,30,HINT,13.26,12.81,2.50,7.78
2015,10,1,HINT,9.38,15.22,2.21,7.74
2015,10,2,HINT,15.15,13.75,3.17,8.08
2015,10,3,HINT,5.56,12.30,0.66,6.23
2015,10,4,HINT,16.62,10.97,0.09,5.76
2015,10,5,HINT,4.86,8.06,0.10,3.27
2015,10,6,HINT,13.93,8.55,0.00,3.80
2015,10,7,HINT,13.37,10.17,0.00,4.99
2015,10,8,HINT,15.91,9.20,0.03,4.50
2015,10,9,HINT,10.94,20.29,0.02,9.25
2015,10,10,HINT,18.18,19.91,0.00,8.92
2015,10,11,HINT,18.31,25.30,8.86,15.13
2015,10,12,HINT,18.76,36.62,0.55,14.68
2015,10,13,HINT,18.80,13.73,0.58,7.10
2015,10,14,HINT,18.33,13.72,1.17,9.01
2015,10,15,HINT,17.36,30.00,5.12,14.29
2015,10,16,HINT,12.35,27.74,3.53,13.69
2015,10,17,HINT,15.13,17.22,0.02,9.03
2015,10,18,HINT,16.97,26.71,8.98,16.23
2015,10,19,HINT,15.07,28.45,10.51,19.46
2015,10,20,HINT,16.06,27.78,9.91,18.32
2015,10,21,HINT,14.05,19.51,5.90,11.54
2015,10,22,HINT,1.37,20.15,1.62,11.26
2015,10,23,HINT,15.07,17.92,2.66,8.78
2015,10,24,HINT,6.31,18.01,6.32,11.46
2015,10,25,HINT,17.17,15.22,0.99,7.67
2015,10,26,HINT,14.41,11.02,0.01,5.30
2015,10,27,HINT,15.98,12.92,0.00,6.18
2015,10,28,HINT,15.68,21.79,0.53,10.72
2015,10,29,HINT,15.77,23.82,3.20,11.35
2015,10,30,HINT,1.93,24.40,0.00,11.99
2015,10,31,HINT,10.01,15.46,0.12,6.67
2015,11,1,HINT,16.02,13.31,0.00,5.01
2015,11,2,HINT,15.82,16.45,0.47,10.39
2015,11,3,HINT,14.88,23.15,10.78,17.40
2015,11,4,HINT,7.17,28.99,15.64,21.39
2015,11,5,HINT,11.92,24.56,2.30,12.70
2015,11,6,HINT,15.30,11.99,0.05,5.68
2015,11,7,HINT,14.81,16.66,0.85,8.56
2015,11,8,HINT,14.63,13.72,0.00,6.48
2015,11,9,HINT,14.28,21.77,3.47,13.56
2015,11,10,HINT,8.53,21.59,9.69,16.38
2015,11,11,HINT,-996.00,33.15,4.44,18.34
2015,11,12,HINT,14.51,13.81,1.93,6.50
2015,11,13,HINT,14.19,16.30,0.00,7.50
2015,11,14,HINT,11.50,23.98,8.49,15.41
2015,11,15,HINT,3.87,28.59,12.78,20.91
2015,11,16,HINT,2.02,29.97,15.20,21.87
2015,11,17,HINT,10.98,30.65,1.53,16.28
2015,11,18,HINT,13.54,24.14,0.00,13.34
2015,11,19,HINT,13.39,20.02,0.18,10.82
2015,11,20,HINT,12.51,27.31,0.08,14.47
2015,11,21,HINT,13.29,29.51,1.92,15.75
2015,11,22,HINT,13.24,22.06,2.69,10.87
2015,11,23,HINT,13.18,22.53,0.80,10.95
2015,11,24,HINT,12.24,32.17,11.58,23.22
2015,11,25,HINT,8.56,30.98,14.50,22.48
2015,11,26,HINT,0.87,28.50,6.78,20.42
2015,11,27,HINT,1.04,-996.00,-996.00,-996.00
2015,11,28,HINT,1.79,-996.00,-996.00,-996.00
2015,11,29,HINT,2.59,-996.00,-996.00,-996.00
2015,11,30,HINT,7.40,-996.00,-996.00,-996.00
2015,12,1,HINT,10.33,-996.00,-996.00,-996.00
2015,12,2,HINT,12.21,12.94,1.87,7.42
2015,12,3,HINT,11.93,8.38,0.00,3.98
2015,12,4,HINT,11.90,22.70,6.97,13.62
2015,12,5,HINT,10.10,27.78,0.83,15.67
2015,12,6,HINT,12.12,12.02,2.13,7.54
2015,12,7,HINT,12.00,19.98,3.71,11.54
2015,12,8,HINT,9.79,17.76,0.22,8.68
2015,12,9,HINT,11.52,18.50,0.87,9.74
2015,12,10,HINT,11.07,30.78,0.28,11.16
2015,12,11,HINT,6.97,18.52,5.57,13.63
2015,12,12,HINT,2.99,24.52,11.68,16.09
2015,12,13,HINT,3.40,22.77,3.81,13.43
2015,12,14,HINT,11.98,22.75,3.73,11.56
2015,12,15,HINT,11.78,24.40,8.60,15.02
2015,12,16,HINT,11.81,15.84,0.32,7.37
2015,12,17,HINT,5.87,23.29,0.00,8.53
2015,12,18,HINT,11.70,19.46,0.43,9.07
2015,12,19,HINT,11.03,30.47,11.15,19.52
2015,12,20,HINT,3.84,33.13,13.15,21.53
2015,12,21,HINT,11.25,17.05,0.33,6.46
2015,12,22,HINT,8.14,29.24,7.33,16.58
2015,12,23,HINT,11.12,25.17,1.31,11.94
2015,12,24,HINT,11.11,21.45,0.35,10.91
2015,12,25,HINT,8.38,15.75,0.00,7.29
2015,12,26,HINT,0.49,41.05,1.57,20.32
2015,12,27,HINT,2.70,-996.00,-996.00,-996.00
2015,12,28,HINT,5.69,-996.00,-996.00,-996.00
2015,12,29,HINT,8.63,-996.00,-996.00,-996.00
2015,12,30,HINT,5.09,-996.00,-996.00,-996.00
2015,12,31,HINT,3.30,-996.00,-996.00,-996.00
